year,source,mean,lower,upper,units
1939,Terrestrial Water Storage,3.04134273,-5.926826005,11.9231739,mm difference from 1900 average
1940,Terrestrial Water Storage,3.5757350900000002,-5.376826291,12.6731739,mm difference from 1900 average
1941,Terrestrial Water Storage,3.56615066,-5.276825908999999,12.473173139999998,mm difference from 1900 average
1942,Terrestrial Water Storage,2.5595741200000006,-6.376826291,11.473173139999998,mm difference from 1900 average
1943,Terrestrial Water Storage,1.7882995600000005,-7.126826291,10.723173139999998,mm difference from 1900 average
1944,Terrestrial Water Storage,3.171503060000001,-5.676826005,12.1731739,mm difference from 1900 average
1945,Terrestrial Water Storage,1.9449872900000003,-6.926826005,10.773174280000001,mm difference from 1900 average
1946,Terrestrial Water Storage,2.0981416700000004,-6.726826195,10.773174280000001,mm difference from 1900 average
1947,Terrestrial Water Storage,1.3774013499999995,-7.426826005,10.223173139999998,mm difference from 1900 average
1948,Terrestrial Water Storage,1.0857009800000004,-7.626826291,9.623174660000002,mm difference from 1900 average
1949,Terrestrial Water Storage,1.2985420199999993,-7.376826291,9.82317352,mm difference from 1900 average
1950,Terrestrial Water Storage,-0.01671791999999961,-8.726826195000001,8.4231739,mm difference from 1900 average
1951,Terrestrial Water Storage,2.0969037999999998,-6.5768261,10.57317352,mm difference from 1900 average
1952,Terrestrial Water Storage,2.3552742,-5.976826195,10.82317352,mm difference from 1900 average
1953,Terrestrial Water Storage,1.3559217399999994,-6.876826291,9.82317352,mm difference from 1900 average
1954,Terrestrial Water Storage,1.47752571,-7.026825908999999,9.9231739,mm difference from 1900 average
1955,Terrestrial Water Storage,-0.5528240199999992,-8.8268261,7.573173519999999,mm difference from 1900 average
1956,Terrestrial Water Storage,-3.1991272019999997,-11.426826124,4.773174280000001,mm difference from 1900 average
1957,Terrestrial Water Storage,-2.9429922150000003,-11.0768261,5.073173519999999,mm difference from 1900 average
1958,Terrestrial Water Storage,-1.1825714200000004,-9.126826052,6.823173519999999,mm difference from 1900 average
1959,Terrestrial Water Storage,-1.784338,-9.5768261,5.973173139999998,mm difference from 1900 average
1960,Terrestrial Water Storage,-2.402973179,-9.976826195000001,5.223173139999998,mm difference from 1900 average
1961,Terrestrial Water Storage,-2.754354481,-10.226826195000001,4.723173139999998,mm difference from 1900 average
1962,Terrestrial Water Storage,-3.5214767499999997,-10.8268261,3.873174660000002,mm difference from 1900 average
1963,Terrestrial Water Storage,-3.5187606860000002,-10.926826124,3.873174660000002,mm difference from 1900 average
1964,Terrestrial Water Storage,-3.725033763999999,-10.776826148,3.4231739,mm difference from 1900 average
1965,Terrestrial Water Storage,-4.7988042879999995,-11.376826112,1.9231739,mm difference from 1900 average
1966,Terrestrial Water Storage,-5.568082337000001,-12.026826088,0.9731740900000005,mm difference from 1900 average
1967,Terrestrial Water Storage,-6.528607373,-12.876826112,-0.226825719999999,mm difference from 1900 average
1968,Terrestrial Water Storage,-8.328528885,-14.3268261,-2.176826480000001,mm difference from 1900 average
1969,Terrestrial Water Storage,-7.741994385,-13.476826076,-1.9268264800000008,mm difference from 1900 average
1970,Terrestrial Water Storage,-8.863307004,-14.376826052,-3.226825718999999,mm difference from 1900 average
1971,Terrestrial Water Storage,-10.26901484,-15.776826148,-4.876826291,mm difference from 1900 average
1972,Terrestrial Water Storage,-10.112520460999999,-15.3268261,-4.976826195,mm difference from 1900 average
1973,Terrestrial Water Storage,-11.667921428,-16.726826195,-6.676826005,mm difference from 1900 average
1974,Terrestrial Water Storage,-16.951263432,-21.726825718999997,-12.176826093999999,mm difference from 1900 average
1975,Terrestrial Water Storage,-14.93472815,-19.776825909,-10.276826148,mm difference from 1900 average
1976,Terrestrial Water Storage,-14.52331448,-19.176826005,-10.0768261,mm difference from 1900 average
1977,Terrestrial Water Storage,-13.653495197,-18.076826099999998,-9.226826195000001,mm difference from 1900 average
1978,Terrestrial Water Storage,-16.675763135,-20.926826481,-12.476826106,mm difference from 1900 average
1979,Terrestrial Water Storage,-17.241899972,-21.426826481,-13.276826088,mm difference from 1900 average
1980,Terrestrial Water Storage,-15.237027888,-19.276825909,-11.376826112,mm difference from 1900 average
1981,Terrestrial Water Storage,-16.091821197999998,-19.926826005,-12.426826101,mm difference from 1900 average
1982,Terrestrial Water Storage,-16.466808324,-20.226826195,-12.876826112,mm difference from 1900 average
1983,Terrestrial Water Storage,-15.597054963,-19.226826195,-12.0768261,mm difference from 1900 average
1984,Terrestrial Water Storage,-16.569917683,-20.126826291,-13.176826124,mm difference from 1900 average
1985,Terrestrial Water Storage,-17.369835381,-20.676826481,-14.176826124,mm difference from 1900 average
1986,Terrestrial Water Storage,-17.675534253000002,-20.776825909,-14.5768261,mm difference from 1900 average
1987,Terrestrial Water Storage,-14.722213273,-17.726826195,-11.726826076,mm difference from 1900 average
1988,Terrestrial Water Storage,-15.281853203,-18.376826291,-12.3268261,mm difference from 1900 average
1989,Terrestrial Water Storage,-17.250548367,-20.076826099999998,-14.376826052,mm difference from 1900 average
1990,Terrestrial Water Storage,-17.130229478,-19.926826005,-14.426826004999999,mm difference from 1900 average
1991,Terrestrial Water Storage,-16.429007058,-19.176826005,-13.776826148,mm difference from 1900 average
1992,Terrestrial Water Storage,-14.709595446,-17.376826291,-12.226826099,mm difference from 1900 average
1993,Terrestrial Water Storage,-17.287591462,-19.926826005,-14.626826052,mm difference from 1900 average
1994,Terrestrial Water Storage,-17.388232236,-19.876826291,-14.926826004999999,mm difference from 1900 average
1995,Terrestrial Water Storage,-16.14533091,-18.526825909,-13.676826124,mm difference from 1900 average
1996,Terrestrial Water Storage,-16.258786921,-18.676826005,-13.776826148,mm difference from 1900 average
1997,Terrestrial Water Storage,-17.045321946,-19.576826099999998,-14.526826148,mm difference from 1900 average
1998,Terrestrial Water Storage,-15.984903339999999,-18.276825909,-13.5768261,mm difference from 1900 average
1999,Terrestrial Water Storage,-16.759805207,-18.926826005,-14.426826004999999,mm difference from 1900 average
2000,Terrestrial Water Storage,-17.917235856,-20.026825909,-15.626826052,mm difference from 1900 average
2001,Terrestrial Water Storage,-15.597260003,-17.726826195,-13.226826076,mm difference from 1900 average
2002,Terrestrial Water Storage,-13.740151052,-15.776826148,-11.476826076,mm difference from 1900 average
2003,Terrestrial Water Storage,-12.944068973,-14.376826052,-11.226826076,mm difference from 1900 average
2004,Terrestrial Water Storage,-15.635384802,-16.926826005,-14.126826052,mm difference from 1900 average
2005,Terrestrial Water Storage,-14.078117613,-15.126826052,-12.776826088,mm difference from 1900 average
2006,Terrestrial Water Storage,-13.856883888,-14.726826195000001,-12.8268261,mm difference from 1900 average
2007,Terrestrial Water Storage,-14.617300038,-15.276826148,-13.776826148,mm difference from 1900 average
2008,Terrestrial Water Storage,-14.383980517,-14.926826004999999,-13.776826148,mm difference from 1900 average
2009,Terrestrial Water Storage,-13.359282617,-13.676826124,-12.976826076,mm difference from 1900 average
2010,Terrestrial Water Storage,-12.854297404,-13.0768261,-12.626826112,mm difference from 1900 average
2011,Terrestrial Water Storage,-15.654118304,-15.876826052,-15.426826004999999,mm difference from 1900 average
2012,Terrestrial Water Storage,-11.590048556,-11.976826106,-11.226826076,mm difference from 1900 average
2013,Terrestrial Water Storage,-11.928054187999999,-12.476826106,-11.426826124,mm difference from 1900 average
2014,Terrestrial Water Storage,-13.085922782,-13.926826124,-12.376826101,mm difference from 1900 average
2015,Terrestrial Water Storage,-8.982731585,-10.026826148,-8.0768261,mm difference from 1900 average
2016,Terrestrial Water Storage,-7.373301987,-8.676826004999999,-6.3268261,mm difference from 1900 average
2017,Terrestrial Water Storage,-9.571606402,-11.126826052,-8.276825909,mm difference from 1900 average
2018,Terrestrial Water Storage,-10.321581368,-12.126826097,-8.876826052,mm difference from 1900 average
1900,Thermosteric,0.0,-10.38695526,10.726432800000005,mm difference from 1900 average
1901,Thermosteric,-0.8655471800000001,-10.475795749999996,9.429748530000005,mm difference from 1900 average
1902,Thermosteric,-1.5982093800000001,-10.875667569999997,8.390522000000004,mm difference from 1900 average
1903,Thermosteric,-2.8212394699999948,-12.705661769999999,7.463489530000004,mm difference from 1900 average
1904,Thermosteric,-3.9608268699999982,-14.306362149999998,6.90009689,mm difference from 1900 average
1905,Thermosteric,-4.745868679999994,-13.73743057,5.102195740000006,mm difference from 1900 average
1906,Thermosteric,-5.721401219999997,-16.37292481,5.057960510000001,mm difference from 1900 average
1907,Thermosteric,-6.358734129999995,-16.03681182999999,3.4653015100000033,mm difference from 1900 average
1908,Thermosteric,-6.9425964399999955,-17.359214780000002,3.8107261700000024,mm difference from 1900 average
1909,Thermosteric,-8.02476883,-18.12611389,1.9804725600000026,mm difference from 1900 average
1910,Thermosteric,-8.875038149999995,-18.33580017,1.3404541000000023,mm difference from 1900 average
1911,Thermosteric,-8.92648697,-18.912742620000003,1.3374519300000003,mm difference from 1900 average
1912,Thermosteric,-8.870445249999996,-18.47743987999999,1.2813606300000018,mm difference from 1900 average
1913,Thermosteric,-8.288013459999995,-17.58216858,1.5063324000000051,mm difference from 1900 average
1914,Thermosteric,-7.245544429999995,-17.752395629999995,3.353179930000003,mm difference from 1900 average
1915,Thermosteric,-6.987258909999994,-16.874977110000003,3.440917970000001,mm difference from 1900 average
1916,Thermosteric,-6.633361820000005,-16.453979489999995,3.4575233500000024,mm difference from 1900 average
1917,Thermosteric,-6.417999269999996,-16.350296020000002,4.069229130000004,mm difference from 1900 average
1918,Thermosteric,-6.44365311,-16.46186066,3.9192199700000003,mm difference from 1900 average
1919,Thermosteric,-6.656967160000001,-16.556991580000002,3.4525756799999954,mm difference from 1900 average
1920,Thermosteric,-6.527759549999999,-16.313766479999998,3.1310691800000043,mm difference from 1900 average
1921,Thermosteric,-6.75277329,-14.768268589999998,2.2935104400000057,mm difference from 1900 average
1922,Thermosteric,-6.81303406,-15.14099503,1.8322410600000012,mm difference from 1900 average
1923,Thermosteric,-7.244281770000001,-15.316280369999994,1.2549819900000045,mm difference from 1900 average
1924,Thermosteric,-7.174518589999998,-15.682224269999999,2.1160965000000047,mm difference from 1900 average
1925,Thermosteric,-6.513553619999996,-15.139522549999995,2.6765785199999996,mm difference from 1900 average
1926,Thermosteric,-5.668964389999999,-14.17211914,3.270755770000001,mm difference from 1900 average
1927,Thermosteric,-5.150867460000001,-13.562217709999999,3.8805580100000014,mm difference from 1900 average
1928,Thermosteric,-4.431236269999999,-12.859214779999995,4.435871120000002,mm difference from 1900 average
1929,Thermosteric,-4.098068239999996,-12.026130679999994,4.889114380000002,mm difference from 1900 average
1930,Thermosteric,-3.72422409,-11.654041289999995,5.179641719999999,mm difference from 1900 average
1931,Thermosteric,-3.398807529999999,-11.502571109999998,4.886417390000005,mm difference from 1900 average
1932,Thermosteric,-3.0178489699999957,-11.087501529999997,5.581272120000001,mm difference from 1900 average
1933,Thermosteric,-2.5728683500000002,-10.89429474,6.0582771300000005,mm difference from 1900 average
1934,Thermosteric,-2.4336967499999957,-11.13471603,7.107105250000004,mm difference from 1900 average
1935,Thermosteric,-1.774230959999997,-9.893363949999994,6.347633360000003,mm difference from 1900 average
1936,Thermosteric,-0.7339897199999967,-8.97865677,8.166713710000003,mm difference from 1900 average
1937,Thermosteric,0.4306907600000045,-7.383239749999994,8.769325260000002,mm difference from 1900 average
1938,Thermosteric,1.6537284800000052,-7.054683689999997,10.629322050000006,mm difference from 1900 average
1939,Thermosteric,3.0789833100000052,-5.419738769999995,11.967601780000003,mm difference from 1900 average
1940,Thermosteric,4.403854370000005,-3.6764678999999987,12.977390290000002,mm difference from 1900 average
1941,Thermosteric,5.1690521200000035,-3.192302699999999,13.879657740000006,mm difference from 1900 average
1942,Thermosteric,6.4255523700000055,-1.623088839999994,15.189674380000007,mm difference from 1900 average
1943,Thermosteric,8.076015470000002,-0.04614257999999438,16.77580452,mm difference from 1900 average
1944,Thermosteric,9.280094150000004,1.3932342500000061,17.75965881,mm difference from 1900 average
1945,Thermosteric,9.381427760000001,1.605331420000006,17.552391050000004,mm difference from 1900 average
1946,Thermosteric,9.269626620000004,0.8440437300000028,18.035284040000004,mm difference from 1900 average
1947,Thermosteric,8.756443020000006,0.5445251500000055,17.36377716,mm difference from 1900 average
1948,Thermosteric,7.713729860000001,-0.5732612599999953,16.41402817,mm difference from 1900 average
1949,Thermosteric,7.11745071,-0.6098556500000001,15.57054901,mm difference from 1900 average
1950,Thermosteric,7.946357730000003,-0.295883179999997,16.536046980000002,mm difference from 1900 average
1951,Thermosteric,8.91759872,0.6998825100000019,17.696643830000003,mm difference from 1900 average
1952,Thermosteric,9.710800170000006,1.5349769600000016,18.248090740000002,mm difference from 1900 average
1953,Thermosteric,9.721214290000006,1.3534698500000033,18.878622050000004,mm difference from 1900 average
1954,Thermosteric,9.881576540000005,1.449234010000005,18.561233520000002,mm difference from 1900 average
1955,Thermosteric,9.849617000000002,2.13980102,18.099664690000004,mm difference from 1900 average
1956,Thermosteric,10.097904200000002,2.198452000000003,18.63051224,mm difference from 1900 average
1957,Thermosteric,10.611602780000005,6.731452940000004,15.462707520000002,mm difference from 1900 average
1958,Thermosteric,15.427768710000002,12.208492280000002,17.738304140000004,mm difference from 1900 average
1959,Thermosteric,13.390281680000001,9.1619873,17.281574250000002,mm difference from 1900 average
1960,Thermosteric,16.1255722,12.464344020000006,19.265085220000003,mm difference from 1900 average
1961,Thermosteric,18.0017643,14.427650450000002,21.825008390000004,mm difference from 1900 average
1962,Thermosteric,19.29096794,15.627593990000001,22.363969800000003,mm difference from 1900 average
1963,Thermosteric,17.95633507,14.018001560000002,21.5224514,mm difference from 1900 average
1964,Thermosteric,15.614173890000004,13.349727630000004,19.693866730000003,mm difference from 1900 average
1965,Thermosteric,15.19936371,13.410831450000003,17.947334290000004,mm difference from 1900 average
1966,Thermosteric,15.753849030000005,14.801792140000003,16.908483500000003,mm difference from 1900 average
1967,Thermosteric,14.531768800000002,12.659770960000003,17.039461140000004,mm difference from 1900 average
1968,Thermosteric,12.482116700000006,9.56861877,14.022029880000005,mm difference from 1900 average
1969,Thermosteric,13.158744810000002,10.382801060000006,15.278781890000005,mm difference from 1900 average
1970,Thermosteric,13.799568180000001,11.19265747,16.785295490000003,mm difference from 1900 average
1971,Thermosteric,15.913158420000002,13.99818802,18.346889500000003,mm difference from 1900 average
1972,Thermosteric,17.049566270000003,15.514404300000002,19.75151062,mm difference from 1900 average
1973,Thermosteric,17.80825043,15.21276855,20.798158640000004,mm difference from 1900 average
1974,Thermosteric,18.781032560000003,16.02204132,22.119628910000003,mm difference from 1900 average
1975,Thermosteric,21.270013810000002,19.570878980000003,24.202381130000003,mm difference from 1900 average
1976,Thermosteric,20.884456630000003,17.991107940000003,25.894283290000004,mm difference from 1900 average
1977,Thermosteric,22.071926120000004,19.144676210000004,26.328306200000004,mm difference from 1900 average
1978,Thermosteric,22.39680862,17.742082600000003,27.458581920000004,mm difference from 1900 average
1979,Thermosteric,22.046621320000003,17.153665540000002,28.840780260000002,mm difference from 1900 average
1980,Thermosteric,25.177320480000002,22.668413160000004,28.50443268,mm difference from 1900 average
1981,Thermosteric,24.802371980000004,22.17814827,27.427497860000003,mm difference from 1900 average
1982,Thermosteric,23.483362200000002,20.665893550000003,27.275470730000002,mm difference from 1900 average
1983,Thermosteric,22.057155610000002,18.228097910000002,27.246160510000003,mm difference from 1900 average
1984,Thermosteric,22.346021650000004,16.6885891,27.29469299,mm difference from 1900 average
1985,Thermosteric,24.02379227,20.013118740000003,27.965438840000004,mm difference from 1900 average
1986,Thermosteric,25.700216290000004,23.949476240000003,28.693273540000003,mm difference from 1900 average
1987,Thermosteric,25.52787018,23.23696518,29.152656550000003,mm difference from 1900 average
1988,Thermosteric,26.579219820000002,23.380159380000006,29.568014140000002,mm difference from 1900 average
1989,Thermosteric,26.143232340000004,22.449043270000004,29.871391300000003,mm difference from 1900 average
1990,Thermosteric,26.26482963,22.196594240000003,29.925231930000002,mm difference from 1900 average
1991,Thermosteric,28.95923614,26.871519090000003,31.053850170000004,mm difference from 1900 average
1992,Thermosteric,28.902057650000003,25.542987820000004,32.755171780000005,mm difference from 1900 average
1993,Thermosteric,28.521860120000003,25.612197880000004,33.155520440000004,mm difference from 1900 average
1994,Thermosteric,29.459287640000003,27.58903885,32.452125550000005,mm difference from 1900 average
1995,Thermosteric,28.494909290000002,26.125223160000004,32.30681705000001,mm difference from 1900 average
1996,Thermosteric,31.543090820000003,30.387950900000003,33.339360240000005,mm difference from 1900 average
1997,Thermosteric,31.855007170000004,29.547780990000003,33.93097687,mm difference from 1900 average
1998,Thermosteric,32.08606338,29.582036970000004,34.79686832,mm difference from 1900 average
1999,Thermosteric,34.156084060000005,32.578112600000004,35.4215498,mm difference from 1900 average
2000,Thermosteric,33.72195816,31.742763520000004,36.354942320000006,mm difference from 1900 average
2001,Thermosteric,36.61623096,34.79049873,38.350506782000004,mm difference from 1900 average
2002,Thermosteric,39.939749717000005,38.739456176000004,40.924397945,mm difference from 1900 average
2003,Thermosteric,42.662873744,41.431649684,44.800595521000005,mm difference from 1900 average
2004,Thermosteric,42.641277789,41.777798175,43.287504672000004,mm difference from 1900 average
2005,Thermosteric,43.370973109000005,42.779090404,44.089442252000005,mm difference from 1900 average
2006,Thermosteric,44.607909679,43.640883922,45.863939761000005,mm difference from 1900 average
2007,Thermosteric,43.654444217000005,42.261305808,44.808595180000005,mm difference from 1900 average
2008,Thermosteric,45.496056556,44.583018064,46.198093414000006,mm difference from 1900 average
2009,Thermosteric,47.128347873,46.436728834,48.340095802,mm difference from 1900 average
2010,Thermosteric,46.680604457,46.29386413,47.141547918,mm difference from 1900 average
2011,Thermosteric,47.820109337000005,47.436225115,48.277374004,mm difference from 1900 average
2012,Thermosteric,49.458888172,48.833155631000004,50.081809162,mm difference from 1900 average
2013,Thermosteric,51.391955613,51.019805431,51.948729276,mm difference from 1900 average
2014,Thermosteric,52.949382304000004,52.587893962,53.308056831,mm difference from 1900 average
2015,Thermosteric,55.024049281,54.212875842,55.518866538000005,mm difference from 1900 average
2016,Thermosteric,54.751813411,53.965489864000006,55.699709415,mm difference from 1900 average
2017,Thermosteric,56.327668189,55.808067321,57.092197417,mm difference from 1900 average
2018,Thermosteric,56.842864989000006,56.016562938,57.839350700000004,mm difference from 1900 average
